# Generated high-coverage adjacent 4-pack patterns.
# Do not hand-edit unless you intend to freeze a modified grid.
# Format: PAIR id width height row group0 mask0 mask1
#         TRIPLE id width height row group0 mask0 mask1 mask2
# Masks are 0..15 (bit3=pos0 ... bit0=pos3). Width is always a multiple of 4.
#
# Placement:
#   pair_L  groups 0-1 on W=16 (left edge)
#   pair_M  groups 1-2 on W=16 (has empty neighbors)
#   pair_R  groups 2-3 on W=16 (right edge)
#   triple  groups 0-1-2 on W=12

TRIPLE t_1_3_11 12 3 1 0 1 3 11
TRIPLE t_1_3_12 12 3 1 0 1 3 12
TRIPLE t_1_3_13 12 3 1 0 1 3 13
TRIPLE t_1_3_14 12 3 1 0 1 3 14
TRIPLE t_1_3_15 12 3 1 0 1 3 15
TRIPLE t_1_4_0 12 3 1 0 1 4 0
TRIPLE t_1_4_1 12 3 1 0 1 4 1
TRIPLE t_1_4_2 12 3 1 0 1 4 2
TRIPLE t_1_4_3 12 3 1 0 1 4 3
TRIPLE t_1_4_4 12 3 1 0 1 4 4
TRIPLE t_1_4_5 12 3 1 0 1 4 5
TRIPLE t_1_4_6 12 3 1 0 1 4 6
TRIPLE t_1_4_7 12 3 1 0 1 4 7
TRIPLE t_1_4_8 12 3 1 0 1 4 8
TRIPLE t_1_4_9 12 3 1 0 1 4 9
TRIPLE t_1_4_10 12 3 1 0 1 4 10
TRIPLE t_1_4_11 12 3 1 0 1 4 11
TRIPLE t_1_4_12 12 3 1 0 1 4 12
TRIPLE t_1_4_13 12 3 1 0 1 4 13
TRIPLE t_1_4_14 12 3 1 0 1 4 14
TRIPLE t_1_4_15 12 3 1 0 1 4 15
TRIPLE t_1_5_0 12 3 1 0 1 5 0
TRIPLE t_1_5_1 12 3 1 0 1 5 1
TRIPLE t_1_5_2 12 3 1 0 1 5 2
TRIPLE t_1_5_3 12 3 1 0 1 5 3
TRIPLE t_1_5_4 12 3 1 0 1 5 4
TRIPLE t_1_5_5 12 3 1 0 1 5 5
TRIPLE t_1_5_6 12 3 1 0 1 5 6
TRIPLE t_1_5_7 12 3 1 0 1 5 7
TRIPLE t_1_5_8 12 3 1 0 1 5 8
TRIPLE t_1_5_9 12 3 1 0 1 5 9
TRIPLE t_1_5_10 12 3 1 0 1 5 10
TRIPLE t_1_5_11 12 3 1 0 1 5 11
TRIPLE t_1_5_12 12 3 1 0 1 5 12
TRIPLE t_1_5_13 12 3 1 0 1 5 13
TRIPLE t_1_5_14 12 3 1 0 1 5 14
TRIPLE t_1_5_15 12 3 1 0 1 5 15
TRIPLE t_1_6_0 12 3 1 0 1 6 0
TRIPLE t_1_6_1 12 3 1 0 1 6 1
TRIPLE t_1_6_2 12 3 1 0 1 6 2
TRIPLE t_1_6_3 12 3 1 0 1 6 3
TRIPLE t_1_6_4 12 3 1 0 1 6 4
TRIPLE t_1_6_5 12 3 1 0 1 6 5
TRIPLE t_1_6_6 12 3 1 0 1 6 6
TRIPLE t_1_6_7 12 3 1 0 1 6 7
TRIPLE t_1_6_8 12 3 1 0 1 6 8
TRIPLE t_1_6_9 12 3 1 0 1 6 9
TRIPLE t_1_6_10 12 3 1 0 1 6 10
TRIPLE t_1_6_11 12 3 1 0 1 6 11
TRIPLE t_1_6_12 12 3 1 0 1 6 12
TRIPLE t_1_6_13 12 3 1 0 1 6 13
TRIPLE t_1_6_14 12 3 1 0 1 6 14
TRIPLE t_1_6_15 12 3 1 0 1 6 15
TRIPLE t_1_7_0 12 3 1 0 1 7 0
TRIPLE t_1_7_1 12 3 1 0 1 7 1
TRIPLE t_1_7_2 12 3 1 0 1 7 2
TRIPLE t_1_7_3 12 3 1 0 1 7 3
TRIPLE t_1_7_4 12 3 1 0 1 7 4
TRIPLE t_1_7_5 12 3 1 0 1 7 5
TRIPLE t_1_7_6 12 3 1 0 1 7 6
TRIPLE t_1_7_7 12 3 1 0 1 7 7
TRIPLE t_1_7_8 12 3 1 0 1 7 8
TRIPLE t_1_7_9 12 3 1 0 1 7 9
TRIPLE t_1_7_10 12 3 1 0 1 7 10
TRIPLE t_1_7_11 12 3 1 0 1 7 11
TRIPLE t_1_7_12 12 3 1 0 1 7 12
TRIPLE t_1_7_13 12 3 1 0 1 7 13
TRIPLE t_1_7_14 12 3 1 0 1 7 14
TRIPLE t_1_7_15 12 3 1 0 1 7 15
TRIPLE t_1_8_0 12 3 1 0 1 8 0
TRIPLE t_1_8_1 12 3 1 0 1 8 1
TRIPLE t_1_8_2 12 3 1 0 1 8 2
TRIPLE t_1_8_3 12 3 1 0 1 8 3
TRIPLE t_1_8_4 12 3 1 0 1 8 4
TRIPLE t_1_8_5 12 3 1 0 1 8 5
TRIPLE t_1_8_6 12 3 1 0 1 8 6
TRIPLE t_1_8_7 12 3 1 0 1 8 7
TRIPLE t_1_8_8 12 3 1 0 1 8 8
TRIPLE t_1_8_9 12 3 1 0 1 8 9
TRIPLE t_1_8_10 12 3 1 0 1 8 10
TRIPLE t_1_8_11 12 3 1 0 1 8 11
TRIPLE t_1_8_12 12 3 1 0 1 8 12
TRIPLE t_1_8_13 12 3 1 0 1 8 13
TRIPLE t_1_8_14 12 3 1 0 1 8 14
TRIPLE t_1_8_15 12 3 1 0 1 8 15
TRIPLE t_1_9_0 12 3 1 0 1 9 0
TRIPLE t_1_9_1 12 3 1 0 1 9 1
TRIPLE t_1_9_2 12 3 1 0 1 9 2
TRIPLE t_1_9_3 12 3 1 0 1 9 3
TRIPLE t_1_9_4 12 3 1 0 1 9 4
TRIPLE t_1_9_5 12 3 1 0 1 9 5
TRIPLE t_1_9_6 12 3 1 0 1 9 6
TRIPLE t_1_9_7 12 3 1 0 1 9 7
TRIPLE t_1_9_8 12 3 1 0 1 9 8
TRIPLE t_1_9_9 12 3 1 0 1 9 9
TRIPLE t_1_9_10 12 3 1 0 1 9 10
TRIPLE t_1_9_11 12 3 1 0 1 9 11
TRIPLE t_1_9_12 12 3 1 0 1 9 12
TRIPLE t_1_9_13 12 3 1 0 1 9 13
TRIPLE t_1_9_14 12 3 1 0 1 9 14
TRIPLE t_1_9_15 12 3 1 0 1 9 15
TRIPLE t_1_10_0 12 3 1 0 1 10 0
TRIPLE t_1_10_1 12 3 1 0 1 10 1
TRIPLE t_1_10_2 12 3 1 0 1 10 2
TRIPLE t_1_10_3 12 3 1 0 1 10 3
TRIPLE t_1_10_4 12 3 1 0 1 10 4
TRIPLE t_1_10_5 12 3 1 0 1 10 5
TRIPLE t_1_10_6 12 3 1 0 1 10 6
TRIPLE t_1_10_7 12 3 1 0 1 10 7
TRIPLE t_1_10_8 12 3 1 0 1 10 8
TRIPLE t_1_10_9 12 3 1 0 1 10 9
TRIPLE t_1_10_10 12 3 1 0 1 10 10
TRIPLE t_1_10_11 12 3 1 0 1 10 11
TRIPLE t_1_10_12 12 3 1 0 1 10 12
TRIPLE t_1_10_13 12 3 1 0 1 10 13
TRIPLE t_1_10_14 12 3 1 0 1 10 14
TRIPLE t_1_10_15 12 3 1 0 1 10 15
TRIPLE t_1_11_0 12 3 1 0 1 11 0
TRIPLE t_1_11_1 12 3 1 0 1 11 1
TRIPLE t_1_11_2 12 3 1 0 1 11 2
TRIPLE t_1_11_3 12 3 1 0 1 11 3
TRIPLE t_1_11_4 12 3 1 0 1 11 4
TRIPLE t_1_11_5 12 3 1 0 1 11 5
TRIPLE t_1_11_6 12 3 1 0 1 11 6
TRIPLE t_1_11_7 12 3 1 0 1 11 7
TRIPLE t_1_11_8 12 3 1 0 1 11 8
TRIPLE t_1_11_9 12 3 1 0 1 11 9
TRIPLE t_1_11_10 12 3 1 0 1 11 10
TRIPLE t_1_11_11 12 3 1 0 1 11 11
TRIPLE t_1_11_12 12 3 1 0 1 11 12
TRIPLE t_1_11_13 12 3 1 0 1 11 13
TRIPLE t_1_11_14 12 3 1 0 1 11 14
TRIPLE t_1_11_15 12 3 1 0 1 11 15
TRIPLE t_1_12_0 12 3 1 0 1 12 0
TRIPLE t_1_12_1 12 3 1 0 1 12 1
TRIPLE t_1_12_2 12 3 1 0 1 12 2
TRIPLE t_1_12_3 12 3 1 0 1 12 3
TRIPLE t_1_12_4 12 3 1 0 1 12 4
TRIPLE t_1_12_5 12 3 1 0 1 12 5
TRIPLE t_1_12_6 12 3 1 0 1 12 6
TRIPLE t_1_12_7 12 3 1 0 1 12 7
TRIPLE t_1_12_8 12 3 1 0 1 12 8
TRIPLE t_1_12_9 12 3 1 0 1 12 9
TRIPLE t_1_12_10 12 3 1 0 1 12 10
TRIPLE t_1_12_11 12 3 1 0 1 12 11
TRIPLE t_1_12_12 12 3 1 0 1 12 12
TRIPLE t_1_12_13 12 3 1 0 1 12 13
TRIPLE t_1_12_14 12 3 1 0 1 12 14
TRIPLE t_1_12_15 12 3 1 0 1 12 15
TRIPLE t_1_13_0 12 3 1 0 1 13 0
TRIPLE t_1_13_1 12 3 1 0 1 13 1
TRIPLE t_1_13_2 12 3 1 0 1 13 2
TRIPLE t_1_13_3 12 3 1 0 1 13 3
TRIPLE t_1_13_4 12 3 1 0 1 13 4
TRIPLE t_1_13_5 12 3 1 0 1 13 5
TRIPLE t_1_13_6 12 3 1 0 1 13 6
TRIPLE t_1_13_7 12 3 1 0 1 13 7
TRIPLE t_1_13_8 12 3 1 0 1 13 8
TRIPLE t_1_13_9 12 3 1 0 1 13 9
TRIPLE t_1_13_10 12 3 1 0 1 13 10
TRIPLE t_1_13_11 12 3 1 0 1 13 11
TRIPLE t_1_13_12 12 3 1 0 1 13 12
TRIPLE t_1_13_13 12 3 1 0 1 13 13
TRIPLE t_1_13_14 12 3 1 0 1 13 14
TRIPLE t_1_13_15 12 3 1 0 1 13 15
TRIPLE t_1_14_0 12 3 1 0 1 14 0
TRIPLE t_1_14_1 12 3 1 0 1 14 1
TRIPLE t_1_14_2 12 3 1 0 1 14 2
TRIPLE t_1_14_3 12 3 1 0 1 14 3
TRIPLE t_1_14_4 12 3 1 0 1 14 4
TRIPLE t_1_14_5 12 3 1 0 1 14 5
TRIPLE t_1_14_6 12 3 1 0 1 14 6
TRIPLE t_1_14_7 12 3 1 0 1 14 7
TRIPLE t_1_14_8 12 3 1 0 1 14 8
TRIPLE t_1_14_9 12 3 1 0 1 14 9
TRIPLE t_1_14_10 12 3 1 0 1 14 10
TRIPLE t_1_14_11 12 3 1 0 1 14 11
TRIPLE t_1_14_12 12 3 1 0 1 14 12
TRIPLE t_1_14_13 12 3 1 0 1 14 13
TRIPLE t_1_14_14 12 3 1 0 1 14 14
TRIPLE t_1_14_15 12 3 1 0 1 14 15
TRIPLE t_1_15_0 12 3 1 0 1 15 0
TRIPLE t_1_15_1 12 3 1 0 1 15 1
TRIPLE t_1_15_2 12 3 1 0 1 15 2
TRIPLE t_1_15_3 12 3 1 0 1 15 3
TRIPLE t_1_15_4 12 3 1 0 1 15 4
TRIPLE t_1_15_5 12 3 1 0 1 15 5
TRIPLE t_1_15_6 12 3 1 0 1 15 6
TRIPLE t_1_15_7 12 3 1 0 1 15 7
TRIPLE t_1_15_8 12 3 1 0 1 15 8
TRIPLE t_1_15_9 12 3 1 0 1 15 9
TRIPLE t_1_15_10 12 3 1 0 1 15 10
TRIPLE t_1_15_11 12 3 1 0 1 15 11
TRIPLE t_1_15_12 12 3 1 0 1 15 12
TRIPLE t_1_15_13 12 3 1 0 1 15 13
TRIPLE t_1_15_14 12 3 1 0 1 15 14
TRIPLE t_1_15_15 12 3 1 0 1 15 15
TRIPLE t_2_0_0 12 3 1 0 2 0 0
TRIPLE t_2_0_1 12 3 1 0 2 0 1
TRIPLE t_2_0_2 12 3 1 0 2 0 2
TRIPLE t_2_0_3 12 3 1 0 2 0 3
TRIPLE t_2_0_4 12 3 1 0 2 0 4
TRIPLE t_2_0_5 12 3 1 0 2 0 5
TRIPLE t_2_0_6 12 3 1 0 2 0 6
TRIPLE t_2_0_7 12 3 1 0 2 0 7
TRIPLE t_2_0_8 12 3 1 0 2 0 8
TRIPLE t_2_0_9 12 3 1 0 2 0 9
TRIPLE t_2_0_10 12 3 1 0 2 0 10
TRIPLE t_2_0_11 12 3 1 0 2 0 11
TRIPLE t_2_0_12 12 3 1 0 2 0 12
TRIPLE t_2_0_13 12 3 1 0 2 0 13
TRIPLE t_2_0_14 12 3 1 0 2 0 14
TRIPLE t_2_0_15 12 3 1 0 2 0 15
TRIPLE t_2_1_0 12 3 1 0 2 1 0
TRIPLE t_2_1_1 12 3 1 0 2 1 1
TRIPLE t_2_1_2 12 3 1 0 2 1 2
TRIPLE t_2_1_3 12 3 1 0 2 1 3
TRIPLE t_2_1_4 12 3 1 0 2 1 4
TRIPLE t_2_1_5 12 3 1 0 2 1 5
TRIPLE t_2_1_6 12 3 1 0 2 1 6
TRIPLE t_2_1_7 12 3 1 0 2 1 7
TRIPLE t_2_1_8 12 3 1 0 2 1 8
TRIPLE t_2_1_9 12 3 1 0 2 1 9
TRIPLE t_2_1_10 12 3 1 0 2 1 10
TRIPLE t_2_1_11 12 3 1 0 2 1 11
TRIPLE t_2_1_12 12 3 1 0 2 1 12
TRIPLE t_2_1_13 12 3 1 0 2 1 13
TRIPLE t_2_1_14 12 3 1 0 2 1 14
TRIPLE t_2_1_15 12 3 1 0 2 1 15
TRIPLE t_2_2_0 12 3 1 0 2 2 0
TRIPLE t_2_2_1 12 3 1 0 2 2 1
TRIPLE t_2_2_2 12 3 1 0 2 2 2
TRIPLE t_2_2_3 12 3 1 0 2 2 3
TRIPLE t_2_2_4 12 3 1 0 2 2 4
TRIPLE t_2_2_5 12 3 1 0 2 2 5
TRIPLE t_2_2_6 12 3 1 0 2 2 6
TRIPLE t_2_2_7 12 3 1 0 2 2 7
TRIPLE t_2_2_8 12 3 1 0 2 2 8
TRIPLE t_2_2_9 12 3 1 0 2 2 9
TRIPLE t_2_2_10 12 3 1 0 2 2 10
TRIPLE t_2_2_11 12 3 1 0 2 2 11
TRIPLE t_2_2_12 12 3 1 0 2 2 12
TRIPLE t_2_2_13 12 3 1 0 2 2 13
TRIPLE t_2_2_14 12 3 1 0 2 2 14
TRIPLE t_2_2_15 12 3 1 0 2 2 15
TRIPLE t_2_3_0 12 3 1 0 2 3 0
TRIPLE t_2_3_1 12 3 1 0 2 3 1
TRIPLE t_2_3_2 12 3 1 0 2 3 2
TRIPLE t_2_3_3 12 3 1 0 2 3 3
TRIPLE t_2_3_4 12 3 1 0 2 3 4
TRIPLE t_2_3_5 12 3 1 0 2 3 5
TRIPLE t_2_3_6 12 3 1 0 2 3 6
TRIPLE t_2_3_7 12 3 1 0 2 3 7
TRIPLE t_2_3_8 12 3 1 0 2 3 8
TRIPLE t_2_3_9 12 3 1 0 2 3 9
TRIPLE t_2_3_10 12 3 1 0 2 3 10
TRIPLE t_2_3_11 12 3 1 0 2 3 11
TRIPLE t_2_3_12 12 3 1 0 2 3 12
TRIPLE t_2_3_13 12 3 1 0 2 3 13
TRIPLE t_2_3_14 12 3 1 0 2 3 14
TRIPLE t_2_3_15 12 3 1 0 2 3 15
TRIPLE t_2_4_0 12 3 1 0 2 4 0
TRIPLE t_2_4_1 12 3 1 0 2 4 1
TRIPLE t_2_4_2 12 3 1 0 2 4 2
TRIPLE t_2_4_3 12 3 1 0 2 4 3
TRIPLE t_2_4_4 12 3 1 0 2 4 4
TRIPLE t_2_4_5 12 3 1 0 2 4 5
TRIPLE t_2_4_6 12 3 1 0 2 4 6
TRIPLE t_2_4_7 12 3 1 0 2 4 7
TRIPLE t_2_4_8 12 3 1 0 2 4 8
TRIPLE t_2_4_9 12 3 1 0 2 4 9
TRIPLE t_2_4_10 12 3 1 0 2 4 10
TRIPLE t_2_4_11 12 3 1 0 2 4 11
TRIPLE t_2_4_12 12 3 1 0 2 4 12
TRIPLE t_2_4_13 12 3 1 0 2 4 13
TRIPLE t_2_4_14 12 3 1 0 2 4 14
TRIPLE t_2_4_15 12 3 1 0 2 4 15
TRIPLE t_2_5_0 12 3 1 0 2 5 0
TRIPLE t_2_5_1 12 3 1 0 2 5 1
TRIPLE t_2_5_2 12 3 1 0 2 5 2
TRIPLE t_2_5_3 12 3 1 0 2 5 3
TRIPLE t_2_5_4 12 3 1 0 2 5 4
TRIPLE t_2_5_5 12 3 1 0 2 5 5
TRIPLE t_2_5_6 12 3 1 0 2 5 6
TRIPLE t_2_5_7 12 3 1 0 2 5 7
TRIPLE t_2_5_8 12 3 1 0 2 5 8
TRIPLE t_2_5_9 12 3 1 0 2 5 9
TRIPLE t_2_5_10 12 3 1 0 2 5 10
TRIPLE t_2_5_11 12 3 1 0 2 5 11
TRIPLE t_2_5_12 12 3 1 0 2 5 12
TRIPLE t_2_5_13 12 3 1 0 2 5 13
TRIPLE t_2_5_14 12 3 1 0 2 5 14
TRIPLE t_2_5_15 12 3 1 0 2 5 15
TRIPLE t_2_6_0 12 3 1 0 2 6 0
TRIPLE t_2_6_1 12 3 1 0 2 6 1
TRIPLE t_2_6_2 12 3 1 0 2 6 2
TRIPLE t_2_6_3 12 3 1 0 2 6 3
TRIPLE t_2_6_4 12 3 1 0 2 6 4
TRIPLE t_2_6_5 12 3 1 0 2 6 5
TRIPLE t_2_6_6 12 3 1 0 2 6 6
TRIPLE t_2_6_7 12 3 1 0 2 6 7
TRIPLE t_2_6_8 12 3 1 0 2 6 8
TRIPLE t_2_6_9 12 3 1 0 2 6 9
TRIPLE t_2_6_10 12 3 1 0 2 6 10
TRIPLE t_2_6_11 12 3 1 0 2 6 11
TRIPLE t_2_6_12 12 3 1 0 2 6 12
TRIPLE t_2_6_13 12 3 1 0 2 6 13
TRIPLE t_2_6_14 12 3 1 0 2 6 14
TRIPLE t_2_6_15 12 3 1 0 2 6 15
TRIPLE t_2_7_0 12 3 1 0 2 7 0
TRIPLE t_2_7_1 12 3 1 0 2 7 1
TRIPLE t_2_7_2 12 3 1 0 2 7 2
TRIPLE t_2_7_3 12 3 1 0 2 7 3
TRIPLE t_2_7_4 12 3 1 0 2 7 4
TRIPLE t_2_7_5 12 3 1 0 2 7 5
TRIPLE t_2_7_6 12 3 1 0 2 7 6
TRIPLE t_2_7_7 12 3 1 0 2 7 7
TRIPLE t_2_7_8 12 3 1 0 2 7 8
TRIPLE t_2_7_9 12 3 1 0 2 7 9
TRIPLE t_2_7_10 12 3 1 0 2 7 10
TRIPLE t_2_7_11 12 3 1 0 2 7 11
TRIPLE t_2_7_12 12 3 1 0 2 7 12
TRIPLE t_2_7_13 12 3 1 0 2 7 13
TRIPLE t_2_7_14 12 3 1 0 2 7 14
TRIPLE t_2_7_15 12 3 1 0 2 7 15
TRIPLE t_2_8_0 12 3 1 0 2 8 0
TRIPLE t_2_8_1 12 3 1 0 2 8 1
TRIPLE t_2_8_2 12 3 1 0 2 8 2
TRIPLE t_2_8_3 12 3 1 0 2 8 3
TRIPLE t_2_8_4 12 3 1 0 2 8 4
TRIPLE t_2_8_5 12 3 1 0 2 8 5
TRIPLE t_2_8_6 12 3 1 0 2 8 6
TRIPLE t_2_8_7 12 3 1 0 2 8 7
TRIPLE t_2_8_8 12 3 1 0 2 8 8
TRIPLE t_2_8_9 12 3 1 0 2 8 9
TRIPLE t_2_8_10 12 3 1 0 2 8 10
TRIPLE t_2_8_11 12 3 1 0 2 8 11
TRIPLE t_2_8_12 12 3 1 0 2 8 12
TRIPLE t_2_8_13 12 3 1 0 2 8 13
TRIPLE t_2_8_14 12 3 1 0 2 8 14
TRIPLE t_2_8_15 12 3 1 0 2 8 15
TRIPLE t_2_9_0 12 3 1 0 2 9 0
TRIPLE t_2_9_1 12 3 1 0 2 9 1
TRIPLE t_2_9_2 12 3 1 0 2 9 2
TRIPLE t_2_9_3 12 3 1 0 2 9 3
TRIPLE t_2_9_4 12 3 1 0 2 9 4
TRIPLE t_2_9_5 12 3 1 0 2 9 5
TRIPLE t_2_9_6 12 3 1 0 2 9 6
TRIPLE t_2_9_7 12 3 1 0 2 9 7
TRIPLE t_2_9_8 12 3 1 0 2 9 8
TRIPLE t_2_9_9 12 3 1 0 2 9 9
TRIPLE t_2_9_10 12 3 1 0 2 9 10
TRIPLE t_2_9_11 12 3 1 0 2 9 11
TRIPLE t_2_9_12 12 3 1 0 2 9 12
TRIPLE t_2_9_13 12 3 1 0 2 9 13
TRIPLE t_2_9_14 12 3 1 0 2 9 14
TRIPLE t_2_9_15 12 3 1 0 2 9 15
TRIPLE t_2_10_0 12 3 1 0 2 10 0
TRIPLE t_2_10_1 12 3 1 0 2 10 1
TRIPLE t_2_10_2 12 3 1 0 2 10 2
TRIPLE t_2_10_3 12 3 1 0 2 10 3
TRIPLE t_2_10_4 12 3 1 0 2 10 4
TRIPLE t_2_10_5 12 3 1 0 2 10 5
TRIPLE t_2_10_6 12 3 1 0 2 10 6
TRIPLE t_2_10_7 12 3 1 0 2 10 7
TRIPLE t_2_10_8 12 3 1 0 2 10 8
TRIPLE t_2_10_9 12 3 1 0 2 10 9
TRIPLE t_2_10_10 12 3 1 0 2 10 10
TRIPLE t_2_10_11 12 3 1 0 2 10 11
TRIPLE t_2_10_12 12 3 1 0 2 10 12
TRIPLE t_2_10_13 12 3 1 0 2 10 13
TRIPLE t_2_10_14 12 3 1 0 2 10 14
TRIPLE t_2_10_15 12 3 1 0 2 10 15
TRIPLE t_2_11_0 12 3 1 0 2 11 0
TRIPLE t_2_11_1 12 3 1 0 2 11 1
TRIPLE t_2_11_2 12 3 1 0 2 11 2
TRIPLE t_2_11_3 12 3 1 0 2 11 3
TRIPLE t_2_11_4 12 3 1 0 2 11 4
TRIPLE t_2_11_5 12 3 1 0 2 11 5
TRIPLE t_2_11_6 12 3 1 0 2 11 6
TRIPLE t_2_11_7 12 3 1 0 2 11 7
TRIPLE t_2_11_8 12 3 1 0 2 11 8
TRIPLE t_2_11_9 12 3 1 0 2 11 9
TRIPLE t_2_11_10 12 3 1 0 2 11 10
TRIPLE t_2_11_11 12 3 1 0 2 11 11
TRIPLE t_2_11_12 12 3 1 0 2 11 12
TRIPLE t_2_11_13 12 3 1 0 2 11 13
TRIPLE t_2_11_14 12 3 1 0 2 11 14
TRIPLE t_2_11_15 12 3 1 0 2 11 15
TRIPLE t_2_12_0 12 3 1 0 2 12 0
TRIPLE t_2_12_1 12 3 1 0 2 12 1
TRIPLE t_2_12_2 12 3 1 0 2 12 2
TRIPLE t_2_12_3 12 3 1 0 2 12 3
TRIPLE t_2_12_4 12 3 1 0 2 12 4
TRIPLE t_2_12_5 12 3 1 0 2 12 5
TRIPLE t_2_12_6 12 3 1 0 2 12 6
TRIPLE t_2_12_7 12 3 1 0 2 12 7
TRIPLE t_2_12_8 12 3 1 0 2 12 8
TRIPLE t_2_12_9 12 3 1 0 2 12 9
TRIPLE t_2_12_10 12 3 1 0 2 12 10
TRIPLE t_2_12_11 12 3 1 0 2 12 11
TRIPLE t_2_12_12 12 3 1 0 2 12 12
TRIPLE t_2_12_13 12 3 1 0 2 12 13
TRIPLE t_2_12_14 12 3 1 0 2 12 14
TRIPLE t_2_12_15 12 3 1 0 2 12 15
TRIPLE t_2_13_0 12 3 1 0 2 13 0
TRIPLE t_2_13_1 12 3 1 0 2 13 1
TRIPLE t_2_13_2 12 3 1 0 2 13 2
TRIPLE t_2_13_3 12 3 1 0 2 13 3
TRIPLE t_2_13_4 12 3 1 0 2 13 4
TRIPLE t_2_13_5 12 3 1 0 2 13 5
TRIPLE t_2_13_6 12 3 1 0 2 13 6
TRIPLE t_2_13_7 12 3 1 0 2 13 7
TRIPLE t_2_13_8 12 3 1 0 2 13 8
TRIPLE t_2_13_9 12 3 1 0 2 13 9
TRIPLE t_2_13_10 12 3 1 0 2 13 10
TRIPLE t_2_13_11 12 3 1 0 2 13 11
TRIPLE t_2_13_12 12 3 1 0 2 13 12
TRIPLE t_2_13_13 12 3 1 0 2 13 13
TRIPLE t_2_13_14 12 3 1 0 2 13 14
TRIPLE t_2_13_15 12 3 1 0 2 13 15
TRIPLE t_2_14_0 12 3 1 0 2 14 0
TRIPLE t_2_14_1 12 3 1 0 2 14 1
TRIPLE t_2_14_2 12 3 1 0 2 14 2
TRIPLE t_2_14_3 12 3 1 0 2 14 3
TRIPLE t_2_14_4 12 3 1 0 2 14 4
TRIPLE t_2_14_5 12 3 1 0 2 14 5
TRIPLE t_2_14_6 12 3 1 0 2 14 6
TRIPLE t_2_14_7 12 3 1 0 2 14 7
TRIPLE t_2_14_8 12 3 1 0 2 14 8
TRIPLE t_2_14_9 12 3 1 0 2 14 9
TRIPLE t_2_14_10 12 3 1 0 2 14 10
TRIPLE t_2_14_11 12 3 1 0 2 14 11
TRIPLE t_2_14_12 12 3 1 0 2 14 12
TRIPLE t_2_14_13 12 3 1 0 2 14 13
TRIPLE t_2_14_14 12 3 1 0 2 14 14
TRIPLE t_2_14_15 12 3 1 0 2 14 15
TRIPLE t_2_15_0 12 3 1 0 2 15 0
TRIPLE t_2_15_1 12 3 1 0 2 15 1
TRIPLE t_2_15_2 12 3 1 0 2 15 2
TRIPLE t_2_15_3 12 3 1 0 2 15 3
TRIPLE t_2_15_4 12 3 1 0 2 15 4
TRIPLE t_2_15_5 12 3 1 0 2 15 5
TRIPLE t_2_15_6 12 3 1 0 2 15 6
TRIPLE t_2_15_7 12 3 1 0 2 15 7
TRIPLE t_2_15_8 12 3 1 0 2 15 8
TRIPLE t_2_15_9 12 3 1 0 2 15 9
TRIPLE t_2_15_10 12 3 1 0 2 15 10
TRIPLE t_2_15_11 12 3 1 0 2 15 11
TRIPLE t_2_15_12 12 3 1 0 2 15 12
TRIPLE t_2_15_13 12 3 1 0 2 15 13
TRIPLE t_2_15_14 12 3 1 0 2 15 14
TRIPLE t_2_15_15 12 3 1 0 2 15 15
TRIPLE t_3_0_0 12 3 1 0 3 0 0
TRIPLE t_3_0_1 12 3 1 0 3 0 1
TRIPLE t_3_0_2 12 3 1 0 3 0 2
TRIPLE t_3_0_3 12 3 1 0 3 0 3
TRIPLE t_3_0_4 12 3 1 0 3 0 4
TRIPLE t_3_0_5 12 3 1 0 3 0 5
TRIPLE t_3_0_6 12 3 1 0 3 0 6
TRIPLE t_3_0_7 12 3 1 0 3 0 7
TRIPLE t_3_0_8 12 3 1 0 3 0 8
TRIPLE t_3_0_9 12 3 1 0 3 0 9
TRIPLE t_3_0_10 12 3 1 0 3 0 10
TRIPLE t_3_0_11 12 3 1 0 3 0 11
TRIPLE t_3_0_12 12 3 1 0 3 0 12
TRIPLE t_3_0_13 12 3 1 0 3 0 13
TRIPLE t_3_0_14 12 3 1 0 3 0 14
TRIPLE t_3_0_15 12 3 1 0 3 0 15
TRIPLE t_3_1_0 12 3 1 0 3 1 0
TRIPLE t_3_1_1 12 3 1 0 3 1 1
TRIPLE t_3_1_2 12 3 1 0 3 1 2
TRIPLE t_3_1_3 12 3 1 0 3 1 3
TRIPLE t_3_1_4 12 3 1 0 3 1 4
TRIPLE t_3_1_5 12 3 1 0 3 1 5
TRIPLE t_3_1_6 12 3 1 0 3 1 6
TRIPLE t_3_1_7 12 3 1 0 3 1 7
TRIPLE t_3_1_8 12 3 1 0 3 1 8
TRIPLE t_3_1_9 12 3 1 0 3 1 9
TRIPLE t_3_1_10 12 3 1 0 3 1 10
TRIPLE t_3_1_11 12 3 1 0 3 1 11
TRIPLE t_3_1_12 12 3 1 0 3 1 12
TRIPLE t_3_1_13 12 3 1 0 3 1 13
TRIPLE t_3_1_14 12 3 1 0 3 1 14
TRIPLE t_3_1_15 12 3 1 0 3 1 15
TRIPLE t_3_2_0 12 3 1 0 3 2 0
TRIPLE t_3_2_1 12 3 1 0 3 2 1
TRIPLE t_3_2_2 12 3 1 0 3 2 2
TRIPLE t_3_2_3 12 3 1 0 3 2 3
TRIPLE t_3_2_4 12 3 1 0 3 2 4
TRIPLE t_3_2_5 12 3 1 0 3 2 5
